id,EC1,EC2
17094,0.9350002,0.80591834
17095,0.9334916,0.971723
17096,0.97239995,0.9598888
17097,0.7700449,0.803444
17098,0.50849044,0.85693884
17099,0.6798619,0.90219593
17100,0.035003107,0.9995866
17101,0.5076187,0.7598346
17102,0.76733184,0.77239925
17103,0.8868887,0.81541514
17104,0.00023282663,1.0
17105,0.7762336,0.78838605
17106,0.8905829,0.7485684
17107,0.7923346,0.14029443
17108,0.35656363,0.78055334
17109,0.7310204,0.75099885
17110,0.6683695,0.6859432
17111,0.7449863,0.808924
17112,0.94840723,0.81901276
17113,0.4824843,0.8667973
17114,0.8045758,0.72515553
17115,1.5919534e-08,1.0
17116,0.11053185,0.92539376
17117,0.9969197,0.99977565
17118,0.53317237,0.8392967
17119,0.91530406,0.7948519
17120,0.6367518,0.7306013
17121,0.541392,0.7555127
17122,0.8455307,0.83239746
17123,0.8985436,0.75997525
17124,0.9948914,0.75354844
17125,0.80135095,0.78305346
17126,0.8625301,0.7926527
17127,0.62195075,0.82042503
17128,0.56198245,0.85375464
17129,0.6950119,0.7903912
17130,0.46733138,0.8478024
17131,0.4090095,0.85996675
17132,0.8573429,0.720707
17133,0.6179743,0.81835026
17134,0.63278663,0.89822555
17135,0.8218894,0.83104134
17136,0.8669114,0.69501823
17137,0.7396428,0.766029
17138,0.9012321,0.7429172
17139,0.4696157,0.82472855
17140,0.693593,0.78294194
17141,0.8476436,0.69865185
17142,0.63779515,0.7859347
17143,0.8171201,0.67483157
17144,0.9006692,0.79848
17145,0.70022774,0.7520473
17146,0.50710756,0.8397996
17147,0.59795046,0.6826067
17148,0.9999063,0.9999695
17149,0.8471556,0.7785046
17150,0.83312345,0.77267945
17151,0.5154942,0.80765855
17152,0.43710855,0.84746253
17153,0.69271296,0.79015595
17154,0.87867427,0.6972977
17155,0.44151855,0.85363704
17156,0.5594027,0.82814413
17157,0.75721365,0.753859
17158,0.4184384,0.858417
17159,0.49243245,0.8220695
17160,0.29517713,0.87810904
17161,0.70767736,0.75745934
17162,0.5829991,0.7865918
17163,0.87049603,0.8103097
17164,0.703481,0.78423035
17165,0.00024640432,0.99653804
17166,0.8728078,0.7411436
17167,0.8340969,0.7584575
17168,0.5236831,0.75383663
17169,0.94936764,0.94852585
17170,0.831359,0.7715648
17171,0.95792305,0.9723499
17172,0.9537894,0.8251956
17173,0.5986576,0.9300686
17174,0.73815376,0.9239921
17175,0.6980381,0.7802682
17176,0.78250206,0.83611023
17177,0.9275259,0.7997591
17178,0.3439808,0.85563177
17179,0.83867234,0.8414784
17180,0.36614603,0.9069053
17181,0.7558711,0.7463588
17182,0.99929774,0.9995466
17183,0.8021152,0.70312977
17184,0.42309886,0.82388526
17185,0.65026516,0.82102615
17186,0.5752624,0.83405185
17187,0.7181142,0.7621171
17188,0.8544738,0.76975286
17189,0.6271615,0.8819451
17190,0.75046456,0.81312853
17191,0.34779692,0.89434195
17192,0.80376124,0.6151291
17193,0.51585865,0.8181813
17194,0.5072012,0.8196902
17195,0.77770144,0.7399605
17196,0.4524495,0.833829
17197,0.409929,0.8013901
17198,0.85102415,0.9775553
17199,0.77454424,0.7584942
17200,0.54874223,0.8475596
17201,0.5444694,0.9179369
17202,0.86052525,0.8096684
17203,0.3435708,0.87553847
17204,0.026715841,0.99999994
17205,0.8946185,0.84395194
17206,0.8393311,0.5938403
17207,0.39048854,0.74942315
17208,0.87186813,0.8141997
17209,0.50859654,0.7502794
17210,0.79283726,0.756207
17211,0.89785707,0.7631357
17212,0.5767955,0.8277842
17213,0.46223968,0.7972689
17214,0.7131951,0.8091696
17215,0.7865972,0.6418944
17216,0.8265196,0.92355007
17217,0.6095503,0.8386833
17218,0.9373569,0.8491897
17219,0.4915261,0.8264831
17220,0.91777503,0.7678341
17221,0.54482985,0.9167185
17222,0.5236843,0.7659612
17223,0.6890646,0.76086366
17224,0.49501374,0.7923995
17225,0.7951034,0.7236852
17226,0.9031432,0.817286
17227,0.70491385,0.7492541
17228,0.8232217,0.7316254
17229,0.8637324,0.68221295
17230,0.6427048,0.78278613
17231,0.5578937,0.7931265
17232,0.5182925,0.86130255
17233,0.726081,0.5351133
17234,0.3617542,0.8835972
17235,0.6823202,0.9754
17236,0.84386843,0.80656594
17237,0.51668006,0.7713393
17238,0.8174514,0.75565803
17239,0.8256456,0.8130272
17240,0.6656962,0.7465858
17241,0.85663855,0.76007295
17242,0.30059037,0.8746044
17243,0.72633135,0.76449645
17244,0.88641614,0.7416401
17245,0.5987154,0.7435571
17246,0.45553392,0.85741603
17247,0.42791915,0.8499414
17248,0.11255749,0.9997257
17249,0.5547747,0.8231918
17250,0.80272,0.70270556
17251,0.5951111,0.75599813
17252,0.7062073,0.78436327
17253,0.6552747,0.38435358
17254,0.8567269,0.7578967
17255,0.6041912,0.85432535
17256,0.7961231,0.81756634
17257,0.5730767,0.8176143
17258,0.5680367,0.7945766
17259,0.6173601,0.7692353
17260,0.2922291,0.87772137
17261,0.89344573,0.7191626
17262,0.78391767,0.7540018
17263,0.5722772,0.805754
17264,0.83763057,0.85554504
17265,0.773692,0.7467739
17266,0.51714253,0.91721416
17267,0.7363338,0.76121175
17268,0.3904869,0.77868736
17269,0.8298919,0.7733209
17270,0.5430962,0.9028029
17271,0.7888871,0.7359247
17272,0.82742345,0.567064
17273,0.78079355,0.9751718
17274,0.7774455,0.7619594
17275,0.68455535,0.74464303
17276,0.9714162,0.8397526
17277,0.54407775,0.8717503
17278,0.7792923,0.60819334
17279,0.9213256,0.8002587
17280,0.80594116,0.75263166
17281,0.7544128,0.78360146
17282,0.64805657,0.7747272
17283,0.5880432,0.7599429
17284,0.5787608,0.8106289
17285,0.8425589,0.65860826
17286,0.5027034,0.75069904
17287,0.8844443,0.84112775
17288,0.6689971,0.7325027
17289,0.55131435,0.7536732
17290,0.8183352,0.8299391
17291,0.688704,0.7283878
17292,0.33116427,0.82547057
17293,0.8225117,0.75960416
17294,0.92414266,0.7876774
17295,0.63800806,0.74602556
17296,0.5575971,0.9112197
17297,0.94986165,0.8643837
17298,0.51913005,0.82340926
17299,0.5874055,0.76962274
17300,0.7918772,0.72880214
17301,0.898626,0.86671746
17302,0.43435696,0.896779
17303,0.46538395,0.89200747
17304,0.8311192,0.77945113
17305,0.79597145,0.7757658
17306,0.6810944,0.79980683
17307,0.99999136,0.8793348
17308,0.67544997,0.7290091
17309,0.5732265,0.85374254
17310,0.7168486,0.70628697
17311,0.6456838,0.7594458
17312,0.7855392,0.79308665
17313,0.049725804,0.92324317
17314,0.9321992,0.8165584
17315,0.79335916,0.8293779
17316,0.9643375,0.86336964
17317,0.66200066,0.761421
17318,0.647508,0.76080394
17319,0.6500366,0.7583664
17320,0.5210181,0.78219223
17321,0.8989175,0.7635778
17322,0.8470977,0.75308293
17323,0.847884,0.8182364
17324,0.4448119,0.8498065
17325,0.7610323,0.84556895
17326,0.7737235,0.9043117
17327,0.6721893,0.775339
17328,0.8690772,0.7551733
17329,0.71550864,0.79358083
17330,0.81844854,0.7326737
17331,0.89437145,0.79385805
17332,0.786282,0.75858766
17333,0.4574,0.82237345
17334,0.7856473,0.741703
17335,0.6536754,0.7948876
17336,0.8082172,0.7728835
17337,0.76757115,0.7553411
17338,0.6224094,0.8423011
17339,0.7835481,0.8197725
17340,0.8107916,0.73814607
17341,0.60448307,0.76095307
17342,0.6592429,0.75606275
17343,0.58466256,0.81836355
17344,0.56444865,0.7391585
17345,0.77133846,0.7291275
17346,0.8131427,0.7766937
17347,0.76594526,0.7663862
17348,0.5769492,0.6858974
17349,0.88889927,0.8263235
17350,0.80908513,0.7094633
17351,0.7328482,0.74881965
17352,0.7658116,0.74907315
17353,0.41827154,0.86546046
17354,0.84259564,0.7576154
17355,0.6813465,0.38539252
17356,0.37139353,0.7617892
17357,0.79829276,0.9019067
17358,0.82053435,0.70950454
17359,0.5332086,0.93350464
17360,0.62384903,0.70809436
17361,0.63081276,0.77396685
17362,0.6326812,0.7712996
17363,0.44568935,0.8186712
17364,0.99289864,0.78407514
17365,0.87784123,0.757358
17366,0.43531144,0.82338554
17367,0.8086219,0.7381767
17368,0.88239735,0.7290556
17369,0.79493266,0.80700725
17370,0.6270317,0.89394456
17371,0.8733672,0.79851866
17372,0.87258977,0.78803796
17373,0.5414371,0.8236995
17374,0.47294194,0.9978415
17375,0.44780532,0.8573245
17376,0.8467776,0.81027436
17377,0.84984434,0.7756519
17378,0.36036566,0.84470713
17379,0.55198956,0.7481505
17380,0.78419286,0.79437613
17381,0.6906531,0.8049636
17382,0.5885667,0.75328046
17383,0.510307,0.8234267
17384,0.84947634,0.84852624
17385,0.44845384,0.87359107
17386,0.6526675,0.7591627
17387,0.80157006,0.7384693
17388,0.9083668,0.86054444
17389,0.39227688,0.8208389
17390,0.80584604,0.80657226
17391,0.83481187,0.77988166
17392,0.9937183,0.7900032
17393,0.6885805,0.9781913
17394,0.82694197,0.8537973
17395,0.8360068,0.7966893
17396,0.41347325,0.7534032
17397,0.875092,0.8508218
17398,0.7442851,0.7982338
17399,0.76379985,0.8329504
17400,0.56039375,0.7364463
17401,0.5550509,0.83150315
17402,0.9194017,0.84668255
17403,0.85652226,0.8009686
17404,0.29519263,0.87926817
17405,0.74266505,0.8074908
17406,0.5998141,0.7152304
17407,0.6258503,0.7570068
17408,0.8628645,0.7567936
17409,0.66329443,0.766736
17410,0.67076176,0.81195474
17411,0.9416777,0.8588047
17412,0.73801297,0.7557049
17413,0.51601654,0.85574204
17414,0.5923156,0.8368886
17415,0.75778913,0.78059196
17416,0.67290306,0.7306722
17417,0.8860381,0.84935534
17418,0.73688763,0.7610281
17419,0.83464056,0.82158107
17420,0.61456037,0.78409964
17421,0.83318764,0.77203953
17422,0.63535106,0.7921408
17423,0.25801513,0.36756092
17424,0.6515153,0.7838147
17425,0.77319443,0.8641902
17426,0.60904586,0.76802075
17427,0.69533354,0.7880399
17428,0.6787342,0.76713717
17429,0.844863,0.7698375
17430,0.5675726,0.7949777
17431,0.58634186,0.7880593
17432,0.6981428,0.76049966
17433,0.7507115,0.8413051
17434,0.6981338,0.6844956
17435,0.6385507,0.9251867
17436,0.56038314,0.89908904
17437,0.66374063,0.75759697
17438,0.636247,0.8173565
17439,2.2199876e-05,1.0
17440,0.28831756,0.9442818
17441,0.77259356,0.7519867
17442,0.8426722,0.8008611
17443,0.7826216,0.81912494
17444,0.57204276,0.89285105
17445,0.7144714,0.7573812
17446,0.83205146,0.8866011
17447,0.8856128,0.71718985
17448,0.7384708,0.75648314
17449,0.47761092,0.8111769
17450,0.49198517,0.84045875
17451,0.86993486,0.75054836
17452,0.8290155,0.6415788
17453,0.39083344,0.80021787
17454,0.999851,0.99402153
17455,0.8685283,0.78590107
17456,0.96383566,0.89746493
17457,0.9014516,0.8225894
17458,0.94621724,0.82537514
17459,0.54538715,0.74743253
17460,0.5384793,0.82649827
17461,0.8925102,0.9118548
17462,0.932617,0.8006737
17463,0.8726232,0.8677407
17464,0.9975952,0.7947664
17465,0.5739718,0.82478726
17466,0.32540318,0.8409705
17467,0.8179721,0.7108124
17468,0.8758489,0.8616077
17469,0.8099267,0.62452817
17470,0.6276912,0.79878736
17471,0.8194251,0.5654842
17472,0.9044133,0.75722146
17473,0.99964845,0.9999985
17474,0.8792749,0.79757386
17475,0.7416816,0.7570315
17476,0.81858057,0.7372971
17477,0.64260983,0.95690936
17478,0.5133646,0.77411294
17479,0.9060235,0.8175704
17480,0.6421521,0.7541814
17481,0.71428424,0.7587232
17482,0.48853683,0.8451041
17483,0.8612926,0.73437226
17484,0.91942835,0.82016927
17485,0.94246554,0.75779
17486,0.8165733,0.6299886
17487,0.81224364,0.5939804
17488,0.48832777,0.889263
17489,0.52057487,0.8176053
17490,0.8402105,0.8619707
17491,0.74234164,0.78451455
17492,0.869529,0.78067046
17493,0.8120723,0.749381
17494,0.6912405,0.8335525
17495,0.4564564,0.872022
17496,0.71170086,0.83874196
17497,0.3669428,0.8815138
17498,0.89657456,0.7771433
17499,0.42698264,0.8743534
17500,0.84720325,0.7289593
17501,0.5480009,0.8377855
17502,0.4579671,0.827844
17503,0.42248383,0.86054134
17504,0.8067855,0.7430784
17505,0.85324347,0.8862832
17506,0.73521805,0.77052635
17507,0.76716286,0.9954151
17508,0.3448246,0.7866127
17509,0.8170567,0.5634617
17510,0.735024,0.6673405
17511,0.79104334,0.8520425
17512,0.56218976,0.77875084
17513,0.30317727,0.86662394
17514,0.962223,0.7627775
17515,0.75833434,0.80371267
17516,0.6509268,0.772477
17517,0.67529804,0.78334844
17518,0.5068083,0.8024002
17519,0.48325607,0.76008385
17520,0.89527106,0.8053793
17521,0.4627081,0.8778066
17522,0.38261157,0.76615137
17523,0.8676286,0.7717508
17524,0.5297006,0.7550101
17525,0.8677943,0.78408295
17526,0.5784718,0.7365472
17527,0.60144675,0.8001655
17528,0.8299817,0.75365865
17529,0.7310172,0.8514462
17530,0.7649292,0.76043916
17531,0.7891777,0.6431106
17532,0.75444657,0.8546583
17533,0.27332625,0.9016756
17534,0.84481627,0.91055447
17535,0.8005163,0.8126137
17536,0.8020125,0.7941925
17537,0.34771326,0.8671324
17538,0.83891994,0.7319556
17539,0.74112135,0.75515145
17540,0.9349805,0.7582329
17541,0.630625,0.8572287
17542,0.53645164,0.8406713
17543,0.91679704,0.7724822
17544,0.76141447,0.83473665
17545,0.9026761,0.8080189
17546,0.779345,0.75242263
17547,0.62046546,0.8493451
17548,0.8322934,0.7657504
17549,0.7571127,0.8931417
17550,0.8370789,0.9785047
17551,0.5474702,0.7492304
17552,0.5409575,0.7744486
17553,0.746925,0.7773574
17554,0.6846834,0.7787846
17555,0.29625824,0.8776552
17556,0.6810273,0.76206243
17557,0.98857677,0.4756859
17558,0.6040388,0.820518
17559,0.01682355,1.0
17560,0.7966501,0.7657825
17561,0.35554323,0.7449684
17562,0.8664471,0.799132
17563,0.3732863,0.9336013
17564,0.69939846,0.7728929
17565,0.7851047,0.8949388
17566,0.8442722,0.8295597
17567,0.50520223,0.7941073
17568,0.5207844,0.859225
17569,0.8677645,0.83766675
17570,0.80169046,0.7574941
17571,0.8027721,0.8701544
17572,0.40505013,0.8448997
17573,0.40340486,0.8939278
17574,0.68378615,0.75587034
17575,0.6880344,0.7585257
17576,0.8693349,0.75446355
17577,0.16931456,0.89990944
17578,0.90230244,0.814728
17579,0.7349669,0.76016545
17580,0.6095894,0.80799294
17581,0.8512874,0.51166373
17582,0.848767,0.7906483
17583,0.83744204,0.7566688
17584,0.7590027,0.60326785
17585,0.9836605,0.9040237
17586,0.6778815,0.76086205
17587,0.35804674,0.868666
17588,0.76791835,0.78793836
17589,0.5264298,0.9886417
17590,0.8463346,0.8251069
17591,0.7393842,0.7090106
17592,0.8841301,0.69812447
17593,0.91363746,0.79534024
17594,0.48091283,0.7465114
17595,0.86213917,0.77628773
17596,0.8904745,0.77258486
17597,0.7814729,0.7997501
17598,0.69759077,0.7963019
17599,0.57869595,0.7886934
17600,0.58885384,0.78762037
17601,0.8620598,0.75030047
17602,0.98092157,0.8891001
17603,0.81584704,0.7815661
17604,0.6092821,0.7844785
17605,0.7005482,0.76651406
17606,0.34566897,0.99943745
17607,0.33095214,0.8378687
17608,0.8812609,0.788452
17609,0.5028568,0.88860756
17610,0.5883821,0.7869812
17611,0.56540674,0.8092809
17612,0.97940606,0.945247
17613,0.8612479,0.79868776
17614,0.7366324,0.7829591
17615,0.6090618,0.7531257
17616,0.7509799,0.96333
17617,0.7142896,0.6462185
17618,0.2389664,0.67156065
17619,0.73199296,0.76749825
17620,0.7254803,0.7524169
17621,0.92352283,0.5739
17622,0.6192935,0.79917645
17623,0.8318179,0.75160074
17624,0.5735156,0.7580755
17625,0.45809928,0.82110846
17626,0.4579622,0.78193235
17627,0.820439,0.8809459
17628,0.029603638,0.9895483
17629,0.91921246,0.82479113
17630,0.51786274,0.88198936
17631,0.65961504,0.7607029
17632,0.7762418,0.73819906
17633,0.71090716,0.77573097
17634,0.8927978,0.7704067
17635,0.7950779,0.5672295
17636,0.74692595,0.75433666
17637,0.721909,0.84174025
17638,0.33694473,0.841041
17639,0.32296237,0.86374587
17640,0.88567454,0.7553832
17641,0.8103067,0.79427236
17642,0.1491065,0.9997361
17643,0.69927424,0.75793505
17644,0.87441003,0.8741625
17645,0.8085975,0.7819821
17646,0.83387154,0.74804604
17647,0.82199687,0.72654456
17648,0.9106193,0.71522284
17649,0.5216985,0.7627035
17650,0.8293944,0.7579337
17651,0.9130418,0.62595767
17652,0.7583368,0.76515627
17653,0.43483523,0.81429523
17654,0.47240826,0.8332097
17655,0.7718916,0.80655533
17656,0.9631231,0.06459744
17657,0.45555264,0.8861438
17658,0.8516299,0.7802253
17659,0.5255133,0.87643343
17660,0.9125795,0.77841586
17661,0.5823646,0.83754957
17662,0.8120561,0.73996043
17663,0.64333546,0.87315387
17664,0.40889776,0.8435312
17665,0.7475687,0.8596595
17666,0.7522214,0.84501237
17667,0.7898455,0.74024516
17668,0.7689946,0.7499212
17669,0.78520805,0.7534186
17670,0.63763154,0.75502336
17671,0.9064296,0.86146903
17672,0.8723823,0.7384937
17673,0.55821675,0.94433975
17674,0.4794604,0.80710226
17675,0.8863674,0.7106311
17676,0.6529359,0.78218025
17677,0.76592165,0.8329679
17678,0.7269717,0.7526524
17679,0.4811211,0.8356566
17680,0.31484836,0.94026697
17681,0.48713875,0.8584619
17682,0.8983747,0.7657004
17683,0.78123283,0.75921994
17684,0.81542766,0.75631887
17685,0.57756835,0.75606734
17686,0.9067717,0.80965346
17687,0.7803251,0.79997784
17688,0.25726464,0.8482471
17689,0.77826715,0.76007926
17690,0.7860395,0.70753026
17691,0.6924008,0.8213147
17692,0.811685,0.7206887
17693,0.7060183,0.75799507
17694,0.7470159,0.8321608
17695,0.7321194,0.75115824
17696,0.4358004,0.85826516
17697,0.8580271,0.85667706
17698,0.5550443,0.8818483
17699,0.915108,0.7264726
17700,0.87595147,0.7480696
17701,0.51275384,0.8205024
17702,0.7043806,0.7563056
17703,0.881674,0.9993557
17704,0.9844435,0.998085
17705,0.8758839,0.8355067
17706,0.9638776,0.7921624
17707,0.29536527,0.99999964
17708,0.8035851,0.7373856
17709,0.8402721,0.7375668
17710,0.80435103,0.742983
17711,0.75157994,0.7614263
17712,0.6950391,0.7397801
17713,0.8030871,0.510052
17714,0.6935349,0.63029534
17715,0.5323975,0.8100343
17716,0.84371513,0.77992344
17717,0.69457746,0.76192147
17718,0.5170338,0.7607712
17719,0.7010518,0.7533005
17720,0.9296104,0.8679128
17721,0.35346553,0.8816963
17722,0.9147721,0.92366433
17723,0.97831964,0.8275689
17724,0.9217309,0.7708121
17725,0.40401027,0.8570846
17726,0.5536393,0.75597763
17727,0.47879457,0.8325978
17728,5.298148e-05,1.0
17729,0.7972453,0.7230365
17730,0.7236918,0.75405973
17731,0.30315292,0.9492678
17732,0.29857257,0.99837226
17733,0.8419612,0.7426762
17734,0.7338092,0.756329
17735,0.9057391,0.8830079
17736,0.8051784,0.73868096
17737,1.0,0.99886
17738,0.5067902,0.84605837
17739,0.6351583,0.9075539
17740,0.711767,0.7596559
17741,0.6686229,0.7738913
17742,0.7904473,0.70081896
17743,0.8010086,0.76183844
17744,0.5782082,0.8292829
17745,0.68366116,0.7557487
17746,0.9142511,0.75857437
17747,0.8606851,0.72901136
17748,0.652619,0.70220464
17749,0.74105436,0.76176
17750,0.6197404,0.8041263
17751,0.90146005,0.74759036
17752,0.57992584,0.7732105
17753,0.87567973,0.87197304
17754,0.8152879,0.62175477
17755,0.5000996,0.86354256
17756,0.87556857,0.7474371
17757,0.72956586,0.8630148
17758,0.45575464,0.82863295
17759,0.5503444,0.78624785
17760,0.9076917,0.7603901
17761,0.94413674,0.75418824
17762,0.8663486,0.7500771
17763,0.85679936,0.7866013
17764,0.82436377,0.7907512
17765,0.9045052,0.8102041
17766,0.5574058,0.8532419
17767,0.7072277,0.84793496
17768,0.47883996,0.9700263
17769,0.5977729,0.7952408
17770,0.81352407,0.7389374
17771,0.80505633,0.7575494
17772,0.95479155,0.71402746
17773,0.8707284,0.7880835
17774,0.7356226,0.67859024
17775,0.8854155,0.98090285
17776,0.108153746,0.14461882
17777,0.64746726,0.89841896
17778,0.7072952,0.78840256
17779,0.7951637,0.7623633
17780,0.8000613,0.81736517
17781,0.4845281,0.8653052
17782,0.5281413,0.80582
17783,0.6724901,0.7606128
17784,0.839286,0.82435966
17785,0.67732704,0.78506607
17786,0.9416092,0.7592416
17787,0.452132,0.7603234
17788,0.92382294,0.75856924
17789,0.9974953,0.95082444
17790,0.6385985,0.8012008
17791,0.6675301,0.7449118
17792,0.87413293,0.73060966
17793,0.2908988,0.86423326
17794,0.5377076,0.84479
17795,0.86399686,0.85112756
17796,0.6806573,0.7555118
17797,0.8003248,0.9194727
17798,0.7773605,0.826722
17799,0.74306536,0.75806123
17800,0.83413357,0.8337777
17801,0.8135195,0.73781735
17802,0.54784054,0.8983478
17803,0.5196672,0.735663
17804,0.92954403,0.84005857
17805,0.7008678,0.7983794
17806,0.55292255,0.7491705
17807,0.7777461,0.932934
17808,0.6665856,0.6608897
17809,0.6895204,0.86946386
17810,0.79880965,0.86708486
17811,0.8802821,0.6677079
17812,0.85835934,0.6772831
17813,0.88394284,0.76123804
17814,0.46269453,0.76180995
17815,0.6511101,0.8353204
17816,0.33074504,0.8034472
17817,0.80400413,0.5120774
17818,0.6127372,0.73389965
17819,0.8024866,0.74266404
17820,0.87895966,0.8291374
17821,0.48712245,0.87137294
17822,0.7232235,0.86832285
17823,0.81271183,0.81660116
17824,0.82750964,0.5862614
17825,0.57779247,0.75279325
17826,0.9338486,0.75131583
17827,0.7197708,0.8296097
17828,0.67240053,0.830596
17829,0.58671683,0.7969732
17830,0.84825677,0.84431726
17831,0.9269411,0.8322379
17832,0.82362807,0.6741235
17833,0.51554215,0.87498814
17834,0.5368991,0.9277604
17835,0.8391575,0.7882534
17836,0.590465,0.8043884
17837,0.36264315,0.88642883
17838,0.9434055,0.99906915
17839,0.74437696,0.75804925
17840,0.9052995,0.71761996
17841,0.8208637,0.5795535
17842,0.8123813,0.81366634
17843,0.62848413,0.7747592
17844,0.6804273,0.7729623
17845,0.8550043,0.99395174
17846,0.5317594,0.826692
17847,0.70410126,0.813795
17848,0.77780837,0.74987245
17849,0.6172262,0.78366494
17850,0.5878367,0.75805974
17851,0.5936929,0.76894414
17852,0.87774295,0.8082597
17853,0.82334834,0.76056457
17854,0.53725314,0.7788001
17855,0.611973,0.8026852
17856,0.6222008,0.75914913
17857,0.5211134,0.9550585
17858,0.7296908,0.80656964
17859,0.79590416,0.73999345
17860,0.971817,0.99545306
17861,0.7926448,0.6422631
17862,0.66718566,0.9153082
17863,0.40890607,0.8288999
17864,0.59994376,0.7762308
17865,0.7784069,0.73678124
17866,0.49551073,0.85315067
17867,0.91078997,0.84537303
17868,0.4786912,0.8218284
17869,0.9966965,1.0
17870,0.8068977,0.78288877
17871,0.8577669,0.74987924
17872,0.85265803,0.78289497
17873,0.8550774,0.7555306
17874,0.8440197,0.7370424
17875,0.62623507,0.7836044
17876,0.7650925,0.759437
17877,0.5644607,0.83718526
17878,0.67841256,0.8368141
17879,0.57658124,0.8487888
17880,0.7614105,0.7637257
17881,0.6761724,0.69350815
17882,0.75540054,0.8233891
17883,0.90023255,0.7212246
17884,0.9881758,0.78298527
17885,0.31156674,0.734969
17886,0.5823078,0.8911708
17887,0.8493101,0.7561062
17888,0.41593125,0.98945403
17889,0.60418826,0.76317525
17890,0.6611581,0.753404
17891,0.5532953,0.7954191
17892,0.53617007,0.97739536
17893,0.76736313,0.71665674
17894,0.6417696,0.73292613
17895,1.0,1.0
17896,0.7104371,0.7577246
17897,0.8326451,0.43816796
17898,0.63695407,0.75874746
17899,0.57180727,0.8362096
17900,0.67042506,0.7573242
17901,0.6309256,0.7641979
17902,0.35267416,0.85333794
17903,0.55719364,0.7769813
17904,0.592371,0.92818815
17905,0.79867786,0.6656605
17906,0.7900546,0.83521616
17907,0.9251236,0.42906657
17908,0.89734864,0.7942627
17909,0.8837783,0.9105667
17910,0.5557419,0.7856307
17911,0.5771098,0.82876515
17912,0.82650197,0.74526054
17913,0.6634319,0.78168005
17914,0.870626,0.63137054
17915,0.7928958,0.7699502
17916,0.7737645,0.67859024
17917,0.90646416,0.6690382
17918,0.69536686,0.7626161
17919,0.35405198,0.8583865
17920,0.8190927,0.73664343
17921,0.6045202,0.7913786
17922,0.43160793,0.8571942
17923,0.81168246,0.54458207
17924,0.38741487,0.88087255
17925,0.85533077,0.7442411
17926,0.85045046,0.7754018
17927,0.4209627,0.8548454
17928,0.5887002,0.8001702
17929,0.9460769,0.8026892
17930,0.46363086,0.78195566
17931,0.7355604,0.84268767
17932,0.3564653,0.880598
17933,0.96320343,0.91829157
17934,0.9070929,0.8340189
17935,0.43816125,0.76342654
17936,0.8624548,0.8041886
17937,0.848713,0.7222525
17938,0.81562424,0.73276687
17939,0.45120648,0.84267205
17940,0.98447543,0.859156
17941,0.86790663,0.8001141
17942,0.84452266,0.74437696
17943,0.28802517,0.86726487
17944,0.26924548,0.8812189
17945,0.853587,0.8684709
17946,0.84178793,0.805003
17947,0.59790933,0.75622225
17948,0.91905177,0.76985586
17949,0.55976707,0.7441466
17950,0.9847945,0.19064903
17951,0.8589548,0.78166014
17952,0.87617284,0.83645904
17953,0.9044371,0.7308508
17954,0.67951393,0.76751596
17955,0.64731175,0.7720584
17956,0.35942635,0.9237437
17957,0.9667384,0.78973746
17958,0.85266554,0.8126147
17959,0.5611925,0.7727693
17960,0.8938151,0.7996941
17961,0.22912505,0.9443525
17962,0.8873539,0.829308
17963,0.49039185,0.82460403
17964,0.8882088,0.82993406
17965,0.8208313,0.7234515
17966,0.9613961,0.83669555
17967,0.37943336,0.8028165
17968,0.5185593,0.7703775
17969,0.5428673,0.81598294
17970,0.8133638,0.73834383
17971,0.8084015,0.8393438
17972,0.10457325,1.0
17973,0.47579533,0.844154
17974,0.9241376,0.8067829
17975,0.57915115,0.8103368
17976,0.79351413,0.692866
17977,0.77189165,0.7780402
17978,0.81376356,0.7868711
17979,0.75817376,0.83935255
17980,0.62755674,0.75789714
17981,0.74481493,0.6927372
17982,0.84724045,0.9038185
17983,0.540896,0.84665066
17984,0.64814377,0.66956794
17985,0.60058236,0.7975176
17986,0.8983145,0.8213842
17987,0.6855434,0.7533918
17988,0.6339971,0.75040954
17989,0.42904678,0.8712511
17990,0.6115184,0.8221232
17991,0.50982904,0.87883174
17992,0.81252223,0.8590817
17993,0.8193246,0.73575217
17994,0.5630915,0.755691
17995,0.9275358,0.74608624
17996,0.9322377,0.75849766
17997,0.73772365,0.8529692
17998,0.2530496,0.76871645
17999,0.63120717,0.96148527
18000,0.9999656,0.28396198
18001,0.9415103,0.7912496
18002,0.52033395,0.7695924
18003,0.82626474,0.81993616
18004,0.8269836,0.974689
18005,0.59362674,0.78762037
18006,0.9489176,0.32730144
18007,0.47182807,0.8350653
18008,0.80776024,0.74261516
18009,0.67992973,0.75086683
18010,0.5334466,0.91571605
18011,0.18840683,0.44092146
18012,0.7621491,0.76563764
18013,0.8690069,0.818286
18014,0.8692395,0.85026455
18015,0.81850004,0.7751414
18016,0.87620246,0.7299963
18017,0.8111207,0.76090264
18018,0.813802,0.68130493
18019,0.84298986,0.8214327
18020,0.5095302,0.9977227
18021,0.81291896,0.74648416
18022,0.5399106,0.70743877
18023,0.67641443,0.76172614
18024,0.2592954,0.67859024
18025,0.5093646,0.8418643
18026,0.47082478,0.8375247
18027,0.6747712,0.7409203
18028,0.71871316,0.9995839
18029,0.91269016,0.7866522
18030,1.0,1.0
18031,0.8813396,0.81062263
18032,0.61520314,0.77789736
18033,0.9989521,0.7595036
